GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US44007010701,44007010701,"Census Tract 107.01, Providence County, Rhode Island",2308,195,9,15,164,114,63,42,5,14,97,54,135,121,1835,205
1400000US44007010702,44007010702,"Census Tract 107.02, Providence County, Rhode Island",4165,187,95,73,281,178,50,52,99,72,319,194,33,31,3288,276
1400000US44007010800,44007010800,"Census Tract 108, Providence County, Rhode Island",4152,528,481,218,873,253,438,221,659,285,321,234,120,115,1260,356
1400000US44007010900,44007010900,"Census Tract 109, Providence County, Rhode Island",4895,626,415,178,874,433,186,109,300,237,716,300,394,375,2010,483
1400000US44007011000,44007011000,"Census Tract 110, Providence County, Rhode Island",5353,484,582,283,949,327,302,232,656,329,505,273,313,211,2046,408
1400000US44007011100,44007011100,"Census Tract 111, Providence County, Rhode Island",4574,644,977,431,613,269,258,162,157,161,622,380,65,70,1882,488
1400000US44007011200,44007011200,"Census Tract 112, Providence County, Rhode Island",5427,335,32,26,522,297,148,115,143,108,386,340,324,273,3872,432
1400000US44007011301,44007011301,"Census Tract 113.01, Providence County, Rhode Island",4404,333,105,90,229,213,23,31,115,78,191,88,139,99,3602,303
1400000US44007011302,44007011302,"Census Tract 113.02, Providence County, Rhode Island",4031,219,91,103,24,21,29,29,14,15,178,109,0,13,3695,231
1400000US44007011401,44007011401,"Census Tract 114.01, Providence County, Rhode Island",7906,348,108,84,68,50,341,276,267,154,268,173,186,182,6668,381
1400000US44007011402,44007011402,"Census Tract 114.02, Providence County, Rhode Island",4133,190,35,28,29,38,31,36,100,110,269,273,19,31,3650,336
1400000US44007011403,44007011403,"Census Tract 114.03, Providence County, Rhode Island",7412,318,129,102,142,81,121,87,45,40,346,261,82,82,6547,419
1400000US44007011500,44007011500,"Census Tract 115, Providence County, Rhode Island",5910,426,182,132,338,248,346,375,149,161,367,309,92,94,4436,509
1400000US44007011600,44007011600,"Census Tract 116, Providence County, Rhode Island",6177,295,44,43,90,81,53,45,225,181,90,76,82,80,5593,352
1400000US44007011701,44007011701,"Census Tract 117.01, Providence County, Rhode Island",4688,349,173,243,214,117,89,68,0,13,234,159,90,83,3888,345
1400000US44007011702,44007011702,"Census Tract 117.02, Providence County, Rhode Island",4209,335,45,39,69,48,99,73,62,42,79,58,9,14,3846,369
1400000US44007011800,44007011800,"Census Tract 118, Providence County, Rhode Island",6483,477,453,341,392,188,97,61,314,267,488,313,142,146,4597,542
1400000US44007011901,44007011901,"Census Tract 119.01, Providence County, Rhode Island",3031,315,160,116,275,200,20,22,99,92,405,192,13,22,2059,407
1400000US44007011902,44007011902,"Census Tract 119.02, Providence County, Rhode Island",4761,353,84,63,191,146,115,89,127,88,415,263,116,110,3713,421
1400000US44007012000,44007012000,"Census Tract 120, Providence County, Rhode Island",6228,377,216,126,131,176,149,165,116,94,692,316,64,55,4860,458
1400000US44007012102,44007012102,"Census Tract 121.02, Providence County, Rhode Island",4093,359,170,100,538,319,311,267,144,136,144,69,273,219,2513,445
1400000US44007012103,44007012103,"Census Tract 121.03, Providence County, Rhode Island",2772,342,32,32,154,96,200,124,262,117,151,143,39,46,1934,399
1400000US44007012104,44007012104,"Census Tract 121.04, Providence County, Rhode Island",4324,282,191,182,439,177,107,90,119,92,369,186,84,68,3015,348
1400000US44007012200,44007012200,"Census Tract 122, Providence County, Rhode Island",7208,423,302,209,185,142,49,38,358,328,223,145,176,158,5915,548
1400000US44007012300,44007012300,"Census Tract 123, Providence County, Rhode Island",6469,449,275,188,259,209,204,139,161,124,311,209,162,157,5097,587
1400000US44007012401,44007012401,"Census Tract 124.01, Providence County, Rhode Island",6884,539,190,110,95,76,166,94,283,170,622,361,104,139,5424,622
1400000US44007012402,44007012402,"Census Tract 124.02, Providence County, Rhode Island",2863,539,12,19,68,60,108,131,157,133,147,108,24,37,2347,608
1400000US44007012500,44007012500,"Census Tract 125, Providence County, Rhode Island",4880,391,434,246,704,322,281,133,187,130,468,336,131,125,2675,400
1400000US44007012601,44007012601,"Census Tract 126.01, Providence County, Rhode Island",1635,116,22,25,19,13,5,8,0,13,27,28,59,51,1503,103
1400000US44007012602,44007012602,"Census Tract 126.02, Providence County, Rhode Island",6616,348,139,84,139,100,367,265,301,203,223,194,102,88,5345,492
1400000US44007012701,44007012701,"Census Tract 127.01, Providence County, Rhode Island",5098,397,24,29,79,67,172,187,114,78,110,103,52,51,4547,462
1400000US44007012702,44007012702,"Census Tract 127.02, Providence County, Rhode Island",4661,221,122,108,128,75,53,36,89,67,103,79,81,73,4085,271
1400000US44007012801,44007012801,"Census Tract 128.01, Providence County, Rhode Island",3980,254,66,94,108,86,12,19,34,33,146,93,107,80,3507,322
1400000US44007012802,44007012802,"Census Tract 128.02, Providence County, Rhode Island",2398,159,40,38,112,79,28,24,73,51,67,45,67,97,2011,165
1400000US44007012803,44007012803,"Census Tract 128.03, Providence County, Rhode Island",5099,291,74,61,115,107,16,22,88,87,103,71,38,43,4665,291
1400000US44007012900,44007012900,"Census Tract 129, Providence County, Rhode Island",5006,404,109,106,360,212,374,243,288,215,256,176,94,110,3525,500
1400000US44007013001,44007013001,"Census Tract 130.01, Providence County, Rhode Island",3561,330,70,69,63,43,83,59,92,82,30,28,21,35,3202,318
1400000US44007013002,44007013002,"Census Tract 130.02, Providence County, Rhode Island",6955,394,94,82,341,296,138,120,355,212,475,256,144,112,5408,503
1400000US44007013101,44007013101,"Census Tract 131.01, Providence County, Rhode Island",4688,254,80,92,164,108,26,39,125,96,118,88,154,96,4021,307
1400000US44007013102,44007013102,"Census Tract 131.02, Providence County, Rhode Island",5094,254,10,16,140,109,240,232,326,273,144,172,20,35,4214,463
1400000US44007013201,44007013201,"Census Tract 132.01, Providence County, Rhode Island",4697,277,47,47,152,182,102,93,193,147,424,229,108,83,3671,338
1400000US44007013202,44007013202,"Census Tract 132.02, Providence County, Rhode Island",5603,277,18,30,132,94,36,42,125,97,286,239,98,153,4908,404
1400000US44007013300,44007013300,"Census Tract 133, Providence County, Rhode Island",4581,23,81,55,74,91,88,58,285,273,106,79,58,48,3889,301
1400000US44007013400,44007013400,"Census Tract 134, Providence County, Rhode Island",3882,257,265,204,170,114,113,84,24,28,76,47,7,11,3227,260
1400000US44007013500,44007013500,"Census Tract 135, Providence County, Rhode Island",4481,483,482,310,329,214,45,45,382,266,230,200,248,239,2765,538
1400000US44007013600,44007013600,"Census Tract 136, Providence County, Rhode Island",3094,274,205,142,142,125,52,46,33,40,160,123,141,106,2361,325
1400000US44007013701,44007013701,"Census Tract 137.01, Providence County, Rhode Island",4007,400,214,142,478,278,136,110,177,168,165,115,134,100,2703,429
1400000US44007013702,44007013702,"Census Tract 137.02, Providence County, Rhode Island",2640,291,65,62,155,106,121,135,18,20,219,157,24,28,2038,337
1400000US44007013800,44007013800,"Census Tract 138, Providence County, Rhode Island",4510,303,119,102,194,132,121,120,64,64,197,163,85,105,3730,420
1400000US44007013900,44007013900,"Census Tract 139, Providence County, Rhode Island",2750,199,29,37,237,118,143,69,134,109,144,91,20,23,2043,252
1400000US44007014000,44007014000,"Census Tract 140, Providence County, Rhode Island",5781,534,161,134,406,334,298,228,477,288,443,387,116,172,3880,521
1400000US44007014100,44007014100,"Census Tract 141, Providence County, Rhode Island",4553,483,440,309,628,247,221,128,91,81,473,325,87,77,2613,515
1400000US44007014200,44007014200,"Census Tract 142, Providence County, Rhode Island",2200,197,32,35,117,107,49,51,19,19,134,102,76,71,1773,243
1400000US44007014300,44007014300,"Census Tract 143, Providence County, Rhode Island",4798,270,43,40,83,99,343,333,275,156,150,91,80,104,3824,416
1400000US44007014400,44007014400,"Census Tract 144, Providence County, Rhode Island",3864,254,50,39,205,120,71,56,261,183,210,125,42,42,3025,300
1400000US44007014501,44007014501,"Census Tract 145.01, Providence County, Rhode Island",5323,214,7,13,35,36,150,150,4,9,13,21,118,143,4996,289
1400000US44007014502,44007014502,"Census Tract 145.02, Providence County, Rhode Island",4170,305,73,59,440,212,87,67,147,112,278,215,121,140,3024,278
1400000US44007014600,44007014600,"Census Tract 146, Providence County, Rhode Island",7152,521,31,42,100,125,205,224,0,18,157,106,47,55,6612,550
1400000US44007014700,44007014700,"Census Tract 147, Providence County, Rhode Island",6874,663,401,271,807,441,389,241,479,324,800,370,397,337,3601,701
1400000US44007014800,44007014800,"Census Tract 148, Providence County, Rhode Island",5371,337,269,143,107,125,107,90,84,63,150,96,258,159,4396,435
1400000US44007015000,44007015000,"Census Tract 150, Providence County, Rhode Island",4909,440,83,76,845,422,133,110,318,207,303,184,131,136,3096,497
1400000US44007015100,44007015100,"Census Tract 151, Providence County, Rhode Island",4319,501,501,228,745,257,586,316,237,188,331,169,136,154,1783,431
1400000US44007015200,44007015200,"Census Tract 152, Providence County, Rhode Island",2300,333,319,225,840,241,172,83,230,115,338,255,42,35,359,166
1400000US44007015300,44007015300,"Census Tract 153, Providence County, Rhode Island",1835,194,254,117,252,160,261,162,44,29,153,128,10,15,861,220
1400000US44007015400,44007015400,"Census Tract 154, Providence County, Rhode Island",2431,291,198,173,326,141,43,51,299,168,340,198,315,236,910,277
1400000US44007015500,44007015500,"Census Tract 155, Providence County, Rhode Island",4503,402,307,196,225,193,423,327,323,185,301,235,83,102,2841,546
1400000US44007015600,44007015600,"Census Tract 156, Providence County, Rhode Island",2467,332,130,85,129,89,36,35,93,81,342,249,114,95,1623,361
1400000US44007015700,44007015700,"Census Tract 157, Providence County, Rhode Island",3613,340,75,92,89,86,142,126,149,109,306,197,33,39,2819,314
1400000US44007015800,44007015800,"Census Tract 158, Providence County, Rhode Island",4037,368,96,78,256,241,144,137,30,37,307,156,8,15,3196,427
1400000US44007015900,44007015900,"Census Tract 159, Providence County, Rhode Island",2843,490,144,91,86,77,34,54,188,164,329,261,91,118,1971,423
1400000US44007016000,44007016000,"Census Tract 160, Providence County, Rhode Island",2860,291,268,174,578,265,205,189,274,188,273,155,91,74,1171,309
1400000US44007016100,44007016100,"Census Tract 161, Providence County, Rhode Island",4692,518,578,330,1088,331,223,135,220,167,162,127,299,277,2122,453
1400000US44007016300,44007016300,"Census Tract 163, Providence County, Rhode Island",2767,201,163,145,81,58,72,69,71,79,274,167,138,121,1968,275
1400000US44007016400,44007016400,"Census Tract 164, Providence County, Rhode Island",4063,359,405,183,715,315,337,218,193,99,327,146,398,214,1688,334
1400000US44007016500,44007016500,"Census Tract 165, Providence County, Rhode Island",3810,271,212,162,249,104,51,66,21,24,185,138,49,39,3043,337
1400000US44007016600,44007016600,"Census Tract 166, Providence County, Rhode Island",1748,228,348,233,305,152,62,52,96,117,45,41,21,35,871,234
1400000US44007016700,44007016700,"Census Tract 167, Providence County, Rhode Island",2574,380,227,193,249,159,185,178,187,165,243,139,72,75,1411,311
1400000US44007016800,44007016800,"Census Tract 168, Providence County, Rhode Island",3335,272,84,92,73,90,64,78,98,116,502,267,0,13,2514,308
1400000US44007016900,44007016900,"Census Tract 169, Providence County, Rhode Island",2163,222,87,65,122,124,135,149,18,22,11,13,25,35,1765,228
1400000US44007017000,44007017000,"Census Tract 170, Providence County, Rhode Island",4196,456,184,97,161,132,448,352,193,120,270,148,117,111,2823,393
1400000US44007017100,44007017100,"Census Tract 171, Providence County, Rhode Island",5084,434,665,367,465,284,311,206,397,269,428,257,204,213,2614,497
1400000US44007017300,44007017300,"Census Tract 173, Providence County, Rhode Island",3512,378,349,256,266,182,127,87,155,114,285,176,47,61,2283,337
1400000US44007017400,44007017400,"Census Tract 174, Providence County, Rhode Island",4044,441,671,288,962,352,297,241,204,229,175,136,32,52,1703,325
1400000US44007017500,44007017500,"Census Tract 175, Providence County, Rhode Island",3554,366,208,130,218,170,69,59,183,120,203,101,23,29,2650,407
1400000US44007017600,44007017600,"Census Tract 176, Providence County, Rhode Island",2565,344,287,205,314,202,60,61,58,37,267,128,349,279,1230,341
1400000US44007017700,44007017700,"Census Tract 177, Providence County, Rhode Island",3483,415,179,100,133,135,283,271,292,261,167,107,90,81,2339,315
1400000US44007017800,44007017800,"Census Tract 178, Providence County, Rhode Island",2459,314,353,237,295,224,104,83,54,50,260,148,44,51,1349,330
1400000US44007017900,44007017900,"Census Tract 179, Providence County, Rhode Island",3087,420,438,266,606,375,296,234,337,184,234,128,151,192,1025,320
1400000US44007018000,44007018000,"Census Tract 180, Providence County, Rhode Island",2697,310,602,242,737,225,207,90,154,101,174,101,30,34,793,314
1400000US44007018100,44007018100,"Census Tract 181, Providence County, Rhode Island",2672,408,129,103,326,145,377,273,74,60,153,128,145,127,1468,436
1400000US44007018200,44007018200,"Census Tract 182, Providence County, Rhode Island",2398,315,171,131,272,114,167,180,115,102,98,97,143,191,1432,301
1400000US44007018300,44007018300,"Census Tract 183, Providence County, Rhode Island",1687,340,286,169,335,281,306,240,88,83,54,39,130,187,488,161
1400000US44007018400,44007018400,"Census Tract 184, Providence County, Rhode Island",5564,535,564,353,707,494,110,80,209,305,175,118,176,92,3623,557
1400000US44007018500,44007018500,"Census Tract 185, Providence County, Rhode Island",2604,364,272,138,181,113,61,78,26,34,107,103,16,26,1941,387
1400000US44009041500,44009041500,"Census Tract 415, Washington County, Rhode Island",859,136,21,25,54,49,0,13,28,22,3,5,0,13,753,132
1400000US44009050102,44009050102,"Census Tract 501.02, Washington County, Rhode Island",2154,181,31,25,150,142,74,65,77,93,58,58,0,13,1764,185
1400000US44009050103,44009050103,"Census Tract 501.03, Washington County, Rhode Island",5642,322,369,238,539,302,119,90,275,154,154,97,24,39,4162,451
1400000US44009050104,44009050104,"Census Tract 501.04, Washington County, Rhode Island",3925,217,145,137,34,29,38,39,6,10,53,60,40,38,3609,264
1400000US44009050301,44009050301,"Census Tract 503.01, Washington County, Rhode Island",4270,254,75,79,99,66,38,38,109,80,75,61,138,146,3736,318
1400000US44009050302,44009050302,"Census Tract 503.02, Washington County, Rhode Island",2584,190,109,73,152,95,47,37,56,49,265,141,18,28,1937,224
1400000US44009050401,44009050401,"Census Tract 504.01, Washington County, Rhode Island",4845,268,88,83,27,35,19,31,191,166,70,51,61,65,4389,349
1400000US44009050402,44009050402,"Census Tract 504.02, Washington County, Rhode Island",2764,194,54,66,25,26,6,10,26,31,116,114,226,172,2311,201
1400000US44009050500,44009050500,"Census Tract 505, Washington County, Rhode Island",6482,184,326,195,123,87,143,211,37,42,226,209,14,21,5613,344
1400000US44009050600,44009050600,"Census Tract 506, Washington County, Rhode Island",7573,93,182,194,148,124,71,56,203,143,190,152,0,18,6779,317
1400000US44009050700,44009050700,"Census Tract 507, Washington County, Rhode Island",8126,49,170,112,110,63,366,286,326,223,360,168,17,28,6777,417
1400000US44009050801,44009050801,"Census Tract 508.01, Washington County, Rhode Island",5954,467,531,342,382,269,61,59,250,153,419,226,78,55,4233,539
1400000US44009050802,44009050802,"Census Tract 508.02, Washington County, Rhode Island",3497,262,95,57,146,71,79,67,41,29,240,168,91,65,2805,249
1400000US44009050901,44009050901,"Census Tract 509.01, Washington County, Rhode Island",5616,386,64,61,156,95,120,110,289,229,612,330,58,57,4317,529
1400000US44009050902,44009050902,"Census Tract 509.02, Washington County, Rhode Island",5701,466,96,87,304,193,181,146,131,168,53,57,52,54,4884,562
1400000US44009051000,44009051000,"Census Tract 510, Washington County, Rhode Island",1705,183,72,46,22,23,0,13,24,23,28,44,20,30,1539,163
1400000US44009051101,44009051101,"Census Tract 511.01, Washington County, Rhode Island",4718,337,9,15,440,422,10,15,228,201,509,326,81,69,3441,441
1400000US44009051102,44009051102,"Census Tract 511.02, Washington County, Rhode Island",3105,334,120,81,248,237,2,4,96,91,111,93,30,33,2498,304
1400000US44009051201,44009051201,"Census Tract 512.01, Washington County, Rhode Island",4322,350,87,79,315,252,379,370,102,113,78,48,31,53,3330,374
1400000US44009051202,44009051202,"Census Tract 512.02, Washington County, Rhode Island",4403,353,105,93,191,127,304,308,106,123,160,127,231,294,3306,453
1400000US44009051302,44009051302,"Census Tract 513.02, Washington County, Rhode Island",4390,400,202,167,92,56,41,48,118,103,56,40,133,123,3748,409
1400000US44009051304,44009051304,"Census Tract 513.04, Washington County, Rhode Island",2020,130,0,13,60,65,0,13,60,54,25,22,96,91,1779,130
1400000US44009051305,44009051305,"Census Tract 513.05, Washington County, Rhode Island",3805,357,102,79,191,127,55,39,186,138,165,135,0,13,3106,321
1400000US44009051306,44009051306,"Census Tract 513.06, Washington County, Rhode Island",6007,387,108,96,127,91,48,61,184,154,62,99,80,124,5398,407
1400000US44009051400,44009051400,"Census Tract 514, Washington County, Rhode Island",638,297,163,175,78,70,61,72,11,16,79,124,17,25,229,99
1400000US44009051502,44009051502,"Census Tract 515.02, Washington County, Rhode Island",6707,502,206,131,260,165,52,82,131,146,209,150,78,107,5771,528
1400000US44009051503,44009051503,"Census Tract 515.03, Washington County, Rhode Island",4335,395,640,333,150,96,195,157,181,109,172,120,78,64,2919,353
1400000US44009051504,44009051504,"Census Tract 515.04, Washington County, Rhode Island",4723,642,850,557,392,215,88,75,31,35,175,136,80,84,3107,428
1400000US44009990100,44009990100,"Census Tract 9901, Washington County, Rhode Island",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US44009990200,44009990200,"Census Tract 9902, Washington County, Rhode Island",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
